apoyo_id,anio,programa_id,municipio_id,numero_apoyos,apoyo_federal,apoyo_estatal,apoyo_municipal,aportacion_productor,total,fuente_archivo,fuente_hoja,cargado_en,programa_nombre,categoria,municipio_nombre,region_nombre
30,2025,39,8,168,0.00,441450.00,0.00,0.00,441450.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,HUIMILPAN,QUERÉTARO
117,2025,45,8,97,0.00,2362288.00,0.00,2071121.13,4433409.13,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,HUIMILPAN,QUERÉTARO
61,2025,41,8,932,0.00,2661104.00,0.00,0.00,2661104.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,HUIMILPAN,QUERÉTARO
82,2025,42,8,75,0.00,1000000.00,1000000.00,1840960.00,3840960.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,HUIMILPAN,QUERÉTARO
51,2025,40,8,36,0.00,153104.00,0.00,0.00,153104.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,HUIMILPAN,QUERÉTARO
165,2023,45,14,23,0.00,773615.00,0.00,1335875.74,2109490.74,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,QUERÉTARO,QUERÉTARO
133,2023,42,14,1175,0.00,2517000.00,2517000.00,2718636.00,7752636.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,QUERÉTARO,QUERÉTARO
183,2024,45,14,91,0.00,2054804.00,0.00,2012237.57,4067041.57,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,QUERÉTARO,QUERÉTARO
5,2025,38,14,21,0.00,124073.00,0.00,0.00,124073.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,QUERÉTARO,QUERÉTARO
26,2025,39,14,234,0.00,677525.00,0.00,0.00,677525.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,QUERÉTARO,QUERÉTARO
98,2025,43,14,6,0.00,344373.00,0.00,190353.75,534726.75,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Bordería2025Estatal,2026-07-30 20:05:33.097295+00,BORDERÍA,,QUERÉTARO,QUERÉTARO
124,2025,45,14,45,0.00,1343518.00,0.00,1430641.10,2774159.10,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,QUERÉTARO,QUERÉTARO
59,2025,41,14,1391,0.00,3950871.42,0.00,0.00,3950871.42,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,QUERÉTARO,QUERÉTARO
78,2025,42,14,1050,0.00,3000000.00,3000000.00,9206662.64,15206662.64,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,QUERÉTARO,QUERÉTARO
52,2025,40,14,53,0.00,109704.00,0.00,0.00,109704.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,QUERÉTARO,QUERÉTARO
108,2025,44,14,2,0.00,63044.00,0.00,63045.00,126089.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Tecnificación2025Estatal,2026-07-30 20:05:33.097295+00,TECNIFICACIÓN,,QUERÉTARO,QUERÉTARO
156,2023,45,1,228,0.00,7145343.00,0.00,11409405.27,18554748.27,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
142,2023,42,1,214,0.00,1000000.00,1000000.00,1046929.00,3046929.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
174,2024,45,1,614,0.00,17017390.00,0.00,28817166.56,45834556.56,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
152,2024,42,1,103,0.00,1000000.00,1000000.00,1263044.73,3263044.73,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado24Estatal_,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
17,2025,38,1,2,0.00,11705.00,0.00,0.00,11705.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
20,2025,39,1,727,0.00,2835000.00,0.00,0.00,2835000.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
89,2025,43,1,36,0.00,2478897.00,0.00,1818554.16,4297451.16,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Bordería2025Estatal,2026-07-30 20:05:33.097295+00,BORDERÍA,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
111,2025,45,1,607,0.00,15493592.00,0.00,18386843.41,33880435.41,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
56,2025,41,1,5180,0.00,8522709.00,0.00,0.00,8522709.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
55,2025,40,1,1,0.00,2856.00,0.00,0.00,2856.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
103,2025,44,1,1,0.00,31301.00,0.00,13415.86,44716.86,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Tecnificación2025Estatal,2026-07-30 20:05:33.097295+00,TECNIFICACIÓN,,AMEALCO DE BONFIL,SAN JUAN DEL RÍO
157,2023,45,11,36,0.00,2158569.00,0.00,3035275.91,5193844.91,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
131,2023,42,11,117,0.00,3000000.00,3000000.00,5072759.00,11072759.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
176,2024,45,11,159,0.00,5635835.00,0.00,11947959.79,17583794.79,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
15,2025,38,11,3,0.00,18728.00,0.00,0.00,18728.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
25,2025,39,11,133,0.00,680400.00,0.00,0.00,680400.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
101,2025,43,11,2,0.00,160685.00,0.00,93790.00,254475.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Bordería2025Estatal,2026-07-30 20:05:33.097295+00,BORDERÍA,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
113,2025,45,11,185,0.00,7103737.00,0.00,17017360.26,24121097.26,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
65,2025,41,11,636,0.00,1705310.00,0.00,0.00,1705310.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
76,2025,42,11,140,0.00,3000000.00,3000000.00,6565328.00,12565328.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
48,2025,40,11,72,0.00,300888.00,0.00,0.00,300888.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
107,2025,44,11,33,0.00,2800637.00,0.00,1716368.14,4517005.14,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Tecnificación2025Estatal,2026-07-30 20:05:33.097295+00,TECNIFICACIÓN,,PEDRO ESCOBEDO,SAN JUAN DEL RÍO
159,2023,45,16,61,0.00,1772421.00,0.00,2867518.00,4639939.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
130,2023,42,16,302,0.00,5965061.00,5965061.00,8970038.00,20900160.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
175,2024,45,16,169,0.00,5894003.00,0.00,8808444.47,14702447.47,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
147,2024,42,16,256,0.00,5000000.00,5000000.00,12213397.00,22213397.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado24Estatal_,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
8,2025,38,16,12,0.00,65548.00,0.00,0.00,65548.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
21,2025,39,16,349,0.00,1390500.00,0.00,0.00,1390500.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
100,2025,43,16,4,0.00,287440.00,0.00,623269.40,910709.40,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Bordería2025Estatal,2026-07-30 20:05:33.097295+00,BORDERÍA,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
112,2025,45,16,187,0.00,7735252.00,0.00,14168366.19,21903618.19,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
57,2025,41,16,2102,0.00,5572048.00,0.00,0.00,5572048.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
75,2025,42,16,253,0.00,4000000.00,4000000.00,8782304.00,16782304.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
41,2025,40,16,239,0.00,997080.00,0.00,0.00,997080.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
109,2025,44,16,13,0.00,3441079.00,0.00,5901579.68,9342658.68,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Tecnificación2025Estatal,2026-07-30 20:05:33.097295+00,TECNIFICACIÓN,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO
167,2023,45,17,15,0.00,657171.00,0.00,581121.02,1238292.02,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
145,2023,42,17,31,0.00,600000.00,600000.00,1263904.00,2463904.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
182,2024,45,17,52,0.00,2077568.00,0.00,4124226.58,6201794.58,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
13,2025,38,17,5,0.00,25751.00,0.00,0.00,25751.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
29,2025,39,17,122,0.00,484650.00,0.00,0.00,484650.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
97,2025,43,17,8,0.00,388224.00,0.00,205484.00,593708.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Bordería2025Estatal,2026-07-30 20:05:33.097295+00,BORDERÍA,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
116,2025,45,17,52,0.00,2403881.00,0.00,5390674.68,7794555.68,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
66,2025,41,17,560,0.00,1598969.00,0.00,0.00,1598969.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
87,2025,42,17,29,0.00,500000.00,500000.00,1108271.00,2108271.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
50,2025,40,17,104,0.00,199752.00,0.00,0.00,199752.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
110,2025,44,17,4,0.00,371245.00,0.00,206095.50,577340.50,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Tecnificación2025Estatal,2026-07-30 20:05:33.097295+00,TECNIFICACIÓN,,TEQUISQUIAPAN,SAN JUAN DEL RÍO
