apoyo_id,anio,programa_id,municipio_id,numero_apoyos,apoyo_federal,apoyo_estatal,apoyo_municipal,aportacion_productor,total,fuente_archivo,fuente_hoja,cargado_en,programa_nombre,categoria,municipio_nombre,region_nombre
1,2025,37,2,20,0.00,132704.00,0.00,0.00,132704.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Acuícolas,2026-07-30 20:05:33.097295+00,ACUÍCOLAS,,ARROYO SECO,JALPAN
4,2025,38,2,25,0.00,125243.50,0.00,0.00,125243.50,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,ARROYO SECO,JALPAN
28,2025,39,2,106,0.00,537400.00,0.00,0.00,537400.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,ARROYO SECO,JALPAN
91,2025,43,2,20,0.00,1421710.00,0.00,690958.00,2112668.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Bordería2025Estatal,2026-07-30 20:05:33.097295+00,BORDERÍA,,ARROYO SECO,JALPAN
119,2025,45,2,61,0.00,2229127.00,0.00,2196269.70,4425396.70,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,ARROYO SECO,JALPAN
67,2025,41,2,709,0.00,1543876.00,0.00,0.00,1543876.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,ARROYO SECO,JALPAN
85,2025,42,2,865,0.00,3000000.00,3000000.00,3132580.00,9132580.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,ARROYO SECO,JALPAN
38,2025,40,2,350,0.00,1515976.00,0.00,0.00,1515976.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,ARROYO SECO,JALPAN
168,2023,45,9,25,0.00,629061.00,0.00,1327978.21,1957039.21,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,JALPAN DE SERRA,JALPAN
136,2023,42,9,226,0.00,1997806.00,1997806.00,2358202.00,6353814.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,JALPAN DE SERRA,JALPAN
178,2024,45,9,79,0.00,2284920.00,0.00,2597109.01,4882029.01,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,JALPAN DE SERRA,JALPAN
150,2024,42,9,245,0.00,1500000.00,1500000.00,1545455.00,4545455.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado24Estatal_,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,JALPAN DE SERRA,JALPAN
2,2025,37,9,7,0.00,46446.40,0.00,0.00,46446.40,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Acuícolas,2026-07-30 20:05:33.097295+00,ACUÍCOLAS,,JALPAN DE SERRA,JALPAN
6,2025,38,9,17,0.00,94810.50,0.00,0.00,94810.50,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,JALPAN DE SERRA,JALPAN
32,2025,39,9,95,0.00,420750.00,0.00,0.00,420750.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,JALPAN DE SERRA,JALPAN
90,2025,43,9,4,0.00,2463333.00,0.00,1060000.00,3523333.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Bordería2025Estatal,2026-07-30 20:05:33.097295+00,BORDERÍA,,JALPAN DE SERRA,JALPAN
115,2025,45,9,70,0.00,2734650.00,0.00,4375719.60,7110369.60,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,JALPAN DE SERRA,JALPAN
69,2025,41,9,625,0.00,1422160.00,0.00,0.00,1422160.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,JALPAN DE SERRA,JALPAN
80,2025,42,9,291,0.00,2000000.00,2000000.00,2473940.00,6473940.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,JALPAN DE SERRA,JALPAN
40,2025,40,9,237,0.00,1005900.00,0.00,0.00,1005900.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,JALPAN DE SERRA,JALPAN
166,2023,45,10,26,0.00,741577.00,0.00,768767.04,1510344.04,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,LANDA DE MATAMOROS,JALPAN
135,2023,42,10,260,0.00,2000000.00,2000000.00,2060607.00,6060607.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,LANDA DE MATAMOROS,JALPAN
186,2024,45,10,60,0.00,1835012.00,0.00,1754313.03,3589325.03,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,LANDA DE MATAMOROS,JALPAN
154,2024,42,10,73,0.00,1000000.00,1000000.00,1622221.00,3622221.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado24Estatal_,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,LANDA DE MATAMOROS,JALPAN
11,2025,38,10,6,0.00,30433.00,0.00,0.00,30433.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,LANDA DE MATAMOROS,JALPAN
31,2025,39,10,93,0.00,437500.00,0.00,0.00,437500.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,LANDA DE MATAMOROS,JALPAN
94,2025,43,10,8,0.00,655107.00,0.00,487318.00,1142425.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Bordería2025Estatal,2026-07-30 20:05:33.097295+00,BORDERÍA,,LANDA DE MATAMOROS,JALPAN
118,2025,45,10,77,0.00,2300502.00,0.00,2109838.00,4410340.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,LANDA DE MATAMOROS,JALPAN
68,2025,41,10,671,0.00,1486221.00,0.00,0.00,1486221.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,LANDA DE MATAMOROS,JALPAN
79,2025,42,10,270,0.00,4000000.00,4000000.00,5322792.00,13322792.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,LANDA DE MATAMOROS,JALPAN
39,2025,40,10,297,0.00,1280552.00,0.00,0.00,1280552.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,LANDA DE MATAMOROS,JALPAN
163,2023,45,13,38,0.00,1109620.00,0.00,814580.00,1924200.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,PINAL DE AMOLES,JALPAN
140,2023,42,13,344,0.00,1500000.00,1500000.00,1546059.00,4546059.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,PINAL DE AMOLES,JALPAN
187,2024,45,13,80,0.00,1721275.00,0.00,1253353.41,2974628.41,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,PINAL DE AMOLES,JALPAN
151,2024,42,13,319,0.00,1500000.00,1500000.00,1685058.00,4685058.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado24Estatal_,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,PINAL DE AMOLES,JALPAN
3,2025,37,13,1,0.00,6635.20,0.00,0.00,6635.20,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Acuícolas,2026-07-30 20:05:33.097295+00,ACUÍCOLAS,,PINAL DE AMOLES,JALPAN
14,2025,38,13,4,0.00,19898.50,0.00,0.00,19898.50,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,PINAL DE AMOLES,JALPAN
34,2025,39,13,55,0.00,232550.00,0.00,0.00,232550.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,PINAL DE AMOLES,JALPAN
121,2025,45,13,86,0.00,1709727.00,0.00,1322773.00,3032500.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,PINAL DE AMOLES,JALPAN
63,2025,41,13,1047,0.00,2568856.00,0.00,0.00,2568856.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,PINAL DE AMOLES,JALPAN
83,2025,42,13,288,0.00,1500000.00,1500000.00,1545455.00,4545455.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,PINAL DE AMOLES,JALPAN
47,2025,40,13,122,0.00,510720.00,0.00,0.00,510720.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,PINAL DE AMOLES,JALPAN
169,2023,45,5,9,0.00,625630.00,0.00,1115470.00,1741100.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,CORREGIDORA,QUERÉTARO
137,2023,42,5,534,0.00,1975108.00,1975108.00,2287301.00,6237517.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,CORREGIDORA,QUERÉTARO
184,2024,45,5,74,0.00,1927160.00,0.00,3331544.80,5258704.80,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,CORREGIDORA,QUERÉTARO
12,2025,38,5,4,0.00,25751.00,0.00,0.00,25751.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,CORREGIDORA,QUERÉTARO
23,2025,39,5,219,0.00,985725.00,0.00,0.00,985725.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,CORREGIDORA,QUERÉTARO
126,2025,45,5,23,0.00,883635.00,0.00,1371574.98,2255209.98,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,CORREGIDORA,QUERÉTARO
64,2025,41,5,654,0.00,2183207.00,0.00,0.00,2183207.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,CORREGIDORA,QUERÉTARO
81,2025,42,5,549,0.00,2000000.00,2000000.00,2160794.00,6160794.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado2025Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,CORREGIDORA,QUERÉTARO
54,2025,40,5,56,0.00,18816.00,0.00,0.00,18816.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,CORREGIDORA,QUERÉTARO
160,2023,45,6,31,0.00,1444050.00,0.00,2789614.69,4233664.69,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,EL MARQUÉS,QUERÉTARO
134,2023,42,6,51,0.00,2000000.00,2000000.00,5110851.00,9110851.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,EL MARQUÉS,QUERÉTARO
185,2024,45,6,60,0.00,1888487.00,0.00,1942597.33,3831084.33,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,EL MARQUÉS,QUERÉTARO
7,2025,38,6,14,0.00,86617.00,0.00,0.00,86617.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,EL MARQUÉS,QUERÉTARO
22,2025,39,6,195,0.00,1033825.00,0.00,0.00,1033825.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,"Avena, Garbanzo 2025",2026-07-30 20:05:33.097295+00,AVENA Y GARBANZO,,EL MARQUÉS,QUERÉTARO
96,2025,43,6,6,0.00,456686.00,0.00,513475.45,970161.45,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Bordería2025Estatal,2026-07-30 20:05:33.097295+00,BORDERÍA,,EL MARQUÉS,QUERÉTARO
122,2025,45,6,38,0.00,1707900.00,0.00,2937965.61,4645865.61,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2025Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,EL MARQUÉS,QUERÉTARO
58,2025,41,6,1427,0.00,4504787.00,0.00,0.00,4504787.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Maíz Blanco2025Estatal,2026-07-30 20:05:33.097295+00,MAÍZ BLANCO,,EL MARQUÉS,QUERÉTARO
42,2025,40,6,198,0.00,815304.00,0.00,0.00,815304.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Pacas&Suplementos2025,2026-07-30 20:05:33.097295+00,PACAS Y SUPLEMENTOS,,EL MARQUÉS,QUERÉTARO
105,2025,44,6,1,0.00,573017.00,0.00,382012.16,955029.16,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Tecnificación2025Estatal,2026-07-30 20:05:33.097295+00,TECNIFICACIÓN,,EL MARQUÉS,QUERÉTARO
162,2023,45,8,28,0.00,1310717.00,0.00,3678092.51,4988809.51,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2023Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,HUIMILPAN,QUERÉTARO
139,2023,42,8,149,0.00,1828956.00,1828956.00,2689999.00,6347911.00,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado23Estatal,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,HUIMILPAN,QUERÉTARO
180,2024,45,8,73,0.00,2207253.00,0.00,2981407.58,5188660.58,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Dinamismo2024Estatal,2026-07-30 20:05:33.097295+00,DINAMISMO AGROALIMENTARIO,,HUIMILPAN,QUERÉTARO
153,2024,42,8,87,0.00,1000000.00,1000000.00,1906686.86,3906686.86,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Municipalizado24Estatal_,2026-07-30 20:05:33.097295+00,MUNICIPALIZADO,,HUIMILPAN,QUERÉTARO
10,2025,38,8,7,0.00,40967.50,0.00,0.00,40967.50,C:\Users\vparsar\Desktop\ENTREGA CHUCHO\ENTREGA CHUCHO\00000 PROYECTOS\Tarjetas Municipales Srio\Eventos  _ESTATAL_\2025 1112 ESTATAL_u2_ actualizar.xlsx,Apícolas Azúcar,2026-07-30 20:05:33.097295+00,APÍCOLAS,,HUIMILPAN,QUERÉTARO
